objBlock,0,0,3F6B08E0,0,1,1,4294967295,0
objBlock,0,576,3F6B08E0,0,1,1,4294967295,0
objBlock,0,32,F3CCAAE5,0,1,1,4294967295,0
objBlock,768,32,F3CCAAE5,0,1,1,4294967295,0
objBlock,192,480,,0,1,1,4294967295,0
objBlock,224,480,,0,1,1,4294967295,0
objBlock,256,480,,0,1,1,4294967295,0
objBlock,512,480,,0,1,1,4294967295,0
objBlock,544,480,,0,1,1,4294967295,0
objBlock,576,480,,0,1,1,4294967295,0
objBlock,96,352,,0,1,1,4294967295,0
objBlock,128,352,,0,1,1,4294967295,0
objBlock,160,352,,0,1,1,4294967295,0
objBlock,608,352,,0,1,1,4294967295,0
objBlock,640,352,,0,1,1,4294967295,0
objBlock,672,352,,0,1,1,4294967295,0
objBlock,320,224,,0,1,1,4294967295,0
objBlock,352,224,,0,1,1,4294967295,0
objBlock,384,224,,0,1,1,4294967295,0
objBlock,416,224,,0,1,1,4294967295,0
objBlock,448,224,,0,1,1,4294967295,0
objSpikeUp,288,544,,0,1,1,4294967295,0
objSpikeUp,480,544,,0,1,1,4294967295,0
objWarpStart,224,448,22BFC43E,0,1,1,4294967295,0
objWarpStart,544,448,8D0BDC88,0,1,1,4294967295,0
objWarpStart,640,320,F962451B,0,1,1,4294967295,0
objWarpStart,128,320,24B3CC84,0,1,1,4294967295,0
objWarpStart,384,192,11556E34,0,1,1,4294967295,0
objPlayerStart,384,512,,0,1,1,4294967295,0
